TAIUTC       26     UNIT(DAY, SEC)   FORMAT(I2,1X,A3,I3,4X,F20.12,3X,F10.6)
050707    2453558.500000000000     -.610467   -.03271   .40438
050708    2453559.500000000000     -.609611   -.03117   .40603
050709    2453560.500000000000     -.608923   -.02985   .40719
050710    2453561.500000000000     -.608322   -.02853   .40793
050711    2453562.500000000000     -.608022   -.02751   .40857
050712    2453563.500000000000     -.607840   -.02664   .40922
050713    2453564.500000000000     -.607726   -.02560   .41000
050714    2453565.500000000000     -.607747   -.02430   .41110
050715    2453566.500000000000     -.607683   -.02294   .41237
050716    2453567.500000000000     -.607457   -.02161   .41346
050717    2453568.500000000000     -.607136   -.02033   .41415
050718    2453569.500000000000     -.606496   -.01960   .41462
050719    2453570.500000000000     -.605698   -.01904   .41496
050720    2453571.500000000000     -.604843   -.01831   .41509
050721    2453572.500000000000     -.604037   -.01678   .41541
050722    2453573.500000000000     -.603413   -.01525   .41606
050723    2453574.500000000000     -.603149   -.01393   .41686
050724    2453575.500000000000     -.603245   -.01290   .41771
050725    2453576.500000000000     -.603634   -.01201   .41850
050726    2453577.500000000000     -.604141   -.01114   .41900
050727    2453578.500000000000     -.604562   -.01022   .41945
050728    2453579.500000000000     -.604827   -.00914   .41987
050729    2453580.500000000000     -.604869   -.00813   .42002
050730    2453581.500000000000     -.604692   -.00628   .42024
050731    2453582.500000000000     -.604231   -.00443   .42064
050801    2453583.500000000000     -.603644   -.00281   .42104
050802    2453584.500000000000     -.603021   -.00119   .42132
050803    2453585.500000000000     -.602377    .00086   .42147
050804    2453586.500000000000     -.601767    .00308   .42175
050805    2453587.500000000000     -.601261    .00494   .42210
050806    2453588.500000000000     -.600963    .00674   .42238
050807    2453589.500000000000     -.600890    .00875   .42278
050808    2453590.500000000000     -.601048    .01114   .42326
050809    2453591.500000000000     -.601392    .01387   .42403
050810    2453592.500000000000     -.601837    .01637   .42510
050811    2453593.500000000000     -.602255    .01840   .42616
050812    2453594.500000000000     -.602553    .02013   .42698
050813    2453595.500000000000     -.602660    .02168   .42761
050814    2453596.500000000000     -.602534    .02291   .42820
050815    2453597.500000000000     -.602199    .02396   .42872
050816    2453598.500000000000     -.601762    .02502   .42907
050817    2453599.500000000000     -.601353    .02612   .42917
050818    2453600.500000000000     -.601005    .02733   .42911
050819    2453601.500000000000     -.600897    .02858   .42889
050820    2453602.500000000000     -.601146    .02995   .42875
050821    2453603.500000000000     -.601726    .03143   .42881
050822    2453604.500000000000     -.602447    .03282   .42873
050823    2453605.500000000000     -.603081    .03423   .42850
050824    2453606.500000000000     -.603505    .03568   .42835
050825    2453607.500000000000     -.603661    .03710   .42816
050826    2453608.500000000000     -.603523    .03837   .42771
050827    2453609.500000000000     -.603067    .03952   .42681
050828    2453610.500000000000     -.602400    .04069   .42588
050829    2453611.500000000000     -.601575    .04153   .42540
050830    2453612.500000000000     -.600655    .04188   .42507
050831    2453613.500000000000     -.599813    .04199   .42479
050901    2453614.500000000000     -.599131    .04213   .42493
050902    2453615.500000000000     -.598662    .04220   .42524
050903    2453616.500000000000     -.598486    .04241   .42508
050904    2453617.500000000000     -.598647    .04291   .42453
050905    2453618.500000000000     -.598854    .04372   .42391
050906    2453619.500000000000     -.599213    .04482   .42340
050907    2453620.500000000000     -.599667    .04603   .42298
050908    2453621.500000000000     -.600136    .04735   .42267
050909    2453622.500000000000     -.600519    .04858   .42264
050910    2453623.500000000000     -.600732    .04951   .42284
050911    2453624.500000000000     -.600731    .05018   .42299
050912    2453625.500000000000     -.600575    .05055   .42288
050913    2453626.500000000000     -.600397    .05047   .42224
050914    2453627.500000000000     -.600373    .05021   .42134
050915    2453628.500000000000     -.600615    .05028   .42096
050916    2453629.500000000000     -.601151    .05098   .42101
050917    2453630.500000000000     -.602077    .05197   .42123
050918    2453631.500000000000     -.603292    .05256   .42156
050919    2453632.500000000000     -.604582    .05268   .42150
050920    2453633.500000000000     -.605781    .05273   .42081
050921    2453634.500000000000     -.606750    .05308   .41996
050922    2453635.500000000000     -.607398    .05368   .41915
050923    2453636.500000000000     -.607724    .05443   .41862
050924    2453637.500000000000     -.607769    .05536   .41808
050925    2453638.500000000000     -.607707    .05620   .41743
050926    2453639.500000000000     -.607477    .05676   .41706
050927    2453640.500000000000     -.607304    .05721   .41674
050928    2453641.500000000000     -.607220    .05790   .41652
050929    2453642.500000000000     -.607301    .05866   .41670
050930    2453643.500000000000     -.607599    .05892   .41693
051001    2453644.500000000000     -.608054    .05882   .41691
051002    2453645.500000000000     -.608678    .05874   .41669
051003    2453646.500000000000     -.609429    .05901   .41616
051004    2453647.500000000000     -.610203    .05987   .41550
051005    2453648.500000000000     -.610864    .06094   .41507
051006    2453649.500000000000     -.611320    .06220   .41506
051007    2453650.500000000000     -.611694    .06335   .41543
051008    2453651.500000000000     -.611988    .06405   .41549
051009    2453652.500000000000     -.612026    .06462   .41491
051010    2453653.500000000000     -.612031    .06515   .41418
051011    2453654.500000000000     -.612057    .06533   .41338
051012    2453655.500000000000     -.612223    .06542   .41261
051013    2453656.500000000000     -.612656    .06582   .41192
051014    2453657.500000000000     -.613369    .06640   .41088
051015    2453658.500000000000     -.614384    .06703   .40962
051016    2453659.500000000000     -.615566    .06803   .40851
051017    2453660.500000000000     -.616704    .06936   .40791
051018    2453661.500000000000     -.617739    .07046   .40770
051019    2453662.500000000000     -.618572    .07099   .40745
051020    2453663.500000000000     -.619160    .07109   .40712
051021    2453664.500000000000     -.619519    .07109   .40670
051022    2453665.500000000000     -.619726    .07108   .40613
051023    2453666.500000000000     -.619867    .07103   .40546
051024    2453667.500000000000     -.620019    .07098   .40482
051025    2453668.500000000000     -.620240    .07096   .40425
051026    2453669.500000000000     -.620542    .07067   .40357
051027    2453670.500000000000     -.620975    .07019   .40265
051028    2453671.500000000000     -.621639    .06989   .40192
051029    2453672.500000000000     -.622476    .06960   .40130
051030    2453673.500000000000     -.623477    .06952   .40033
051031    2453674.500000000000     -.624571    .07020   .39939
051101    2453675.500000000000     -.625646    .07137   .39871
051102    2453676.500000000000     -.626583    .07239   .39810
051103    2453677.500000000000     -.627307    .07299   .39745
051104    2453678.500000000000     -.627797    .07318   .39679
051105    2453679.500000000000     -.628097    .07316   .39628
051106    2453680.500000000000     -.628281    .07300   .39582
051107    2453681.500000000000     -.628440    .07274   .39528
051108    2453682.500000000000     -.628731    .07257   .39490
051109    2453683.500000000000     -.629311    .07252   .39470
051110    2453684.500000000000     -.630263    .07220   .39438
051111    2453685.500000000000     -.631545    .07159   .39372
051112    2453686.500000000000     -.633004    .07090   .39313
051113    2453687.500000000000     -.634450    .07009   .39284
051114    2453688.500000000000     -.635789    .06928   .39246
051115    2453689.500000000000     -.636900    .06911   .39192
051116    2453690.500000000000     -.637736    .06960   .39185
051117    2453691.500000000000     -.638272    .06977   .39238
051118    2453692.500000000000     -.638601    .06941   .39249
051119    2453693.500000000000     -.638774    .06890   .39209
051120    2453694.500000000000     -.638998    .06806   .39178
051121    2453695.500000000000     -.639336    .06692   .39128
051122    2453696.500000000000     -.639809    .06590   .39036
051123    2453697.500000000000     -.640410    .06529   .38916
051124    2453698.500000000000     -.641156    .06539   .38819
051125    2453699.500000000000     -.642030    .06618   .38783
051126    2453700.500000000000     -.643013    .06705   .38789
051127    2453701.500000000000     -.644058    .06773   .38784
051128    2453702.500000000000     -.645075    .06848   .38783
051129    2453703.500000000000     -.645958    .06902   .38823
051130    2453704.500000000000     -.646637    .06916   .38876
051201    2453705.500000000000     -.647098    .06899   .38914
051202    2453706.500000000000     -.647355    .06854   .38950
051203    2453707.500000000000     -.647496    .06782   .38994
051204    2453708.500000000000     -.647610    .06705   .39032
051205    2453709.500000000000     -.647748    .06645   .39063
051206    2453710.500000000000     -.648017    .06619   .39079
051207    2453711.500000000000     -.648554    .06619   .39080
051208    2453712.500000000000     -.649325    .06622   .39062
051209    2453713.500000000000     -.650267    .06603   .39025
051210    2453714.500000000000     -.651236    .06538   .38970
051211    2453715.500000000000     -.652118    .06435   .38891
051212    2453716.500000000000     -.652872    .06347   .38812
051213    2453717.500000000000     -.653456    .06313   .38764
051214    2453718.500000000000     -.653815    .06343   .38741
051215    2453719.500000000000     -.653955    .06416   .38751
051216    2453720.500000000000     -.654006    .06476   .38798
051217    2453721.500000000000     -.654037    .06504   .38864
051218    2453722.500000000000     -.654119    .06515   .38905
051219    2453723.500000000000     -.654313    .06486   .38918
051220    2453724.500000000000     -.654678    .06387   .38904
051221    2453725.500000000000     -.655214    .06286   .38836
051222    2453726.500000000000     -.655977    .06238   .38770
